specimen,shannon,inv_simpson,bwpd,phylo_entropy,quadratic,unrooted_pd,rooted_pd
G00089-07,3.26997,2.88689,3.33679,2.19425,1.2105,6.34721,6.50974
G00089-08,2.71776,2.30414,3.88228,2.14547,1.21457,6.78104,6.98578
G00089-09,4.92555,2.99173,2.71108,2.69579,1.1256,12.4695,12.632
G00089-10,2.70071,2.52482,4.20886,2.30796,1.40295,6.31329,6.51803
G00089-11,1.56941,1.46082,1.27648,0.607921,0.425495,1.91473,2.30114
G00089-12,3.68538,2.62655,2.52095,2.12905,1.0108,7.89581,8.05835
G00089-13,2.88551,2.52703,4.04038,2.42694,1.38392,7.19809,7.40283
G00089-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.6986
G00089-15,1.89005,1.84915,4.6101,1.59774,1.15252,4.6101,4.81484
G00089-16,2.49554,2.29069,2.5893,1.40085,0.863098,3.88394,4.04648
G00089-17,6.27043,3.71767,3.11803,3.31169,1.31868,16.146,16.3085
G00089-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.5491
G00090-05,1.06799,1.04982,0.51293,0.177768,0.128232,0.51293,2.95884
G00090-06,2.1475,1.97891,3.74373,1.92812,1.24791,5.6156,5.82034
G00090-07,1.88037,1.83658,3.32817,1.15345,0.832042,3.32817,3.4907
G00090-08,1.87706,1.8323,4.06455,1.40866,1.01614,4.06455,4.26929
G00090-09,1.42002,1.29336,1.04146,0.633017,0.409453,2.51452,3.04563
G00090-10,3.33955,2.94276,3.33643,2.25035,1.23204,6.51991,6.68244
G00090-11,1.0,1.0,0.0,-0.0,0.0,0.0,2.26909
G00090-12,4.75801,3.36638,2.75892,2.44722,1.10285,9.3362,9.49873
G00090-13,1.97877,1.74975,1.89095,1.00393,0.630317,2.83643,3.24107
G00090-14,5.65352,4.36251,3.46739,3.23036,1.43734,12.3163,12.3163
G00090-18,3.53494,2.62244,2.10705,1.68699,0.826562,5.80945,5.97199
G00090-19,1.0,1.0,0.0,-0.0,0.0,0.0,2.02832
G00091-01,2.72985,2.42242,2.92355,1.63121,0.953778,4.70667,4.86921
G00091-03,2.77109,2.34621,2.14646,1.38293,0.778517,4.08168,4.24421
G00091-04,1.59362,1.50637,2.1793,0.755289,0.544826,2.1793,2.71041
G00091-05,2.91488,2.54085,2.43649,1.4772,0.837346,4.26228,4.42482
G00091-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.42595
G00091-07,7.39241,3.27326,2.39542,2.93853,1.02016,23.4652,23.5313
G00091-08,3.05222,2.56112,2.84497,1.9163,1.04678,5.52928,5.8241
G00091-10,6.92951,3.37964,2.34744,2.74105,0.997007,18.8534,18.9195
G00091-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.45075
G00091-12,5.73181,3.22455,2.52917,2.72213,1.07554,14.5909,14.7534
G00091-13,1.89477,1.85533,3.84371,1.33213,0.960926,3.84371,4.00624
G00091-14,1.58155,1.49403,2.07431,0.718902,0.518578,2.07431,2.60542
G00091-15,1.83649,1.78087,2.31672,0.802914,0.57918,2.31672,2.47926
G00092-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.30179
G00092-02,2.88287,2.37414,3.20061,2.15693,1.1791,6.73728,6.94202
G00092-04,1.66456,1.58121,2.94837,1.02183,0.737091,2.94837,3.47948
G00092-06,2.53909,2.32992,2.46065,1.33897,0.820218,3.69098,3.85352
G00092-07,4.49841,3.41501,2.58784,2.22002,1.04404,8.08094,8.08094
G00092-08,5.02385,3.09194,2.53905,2.47201,1.03612,11.5135,11.676
G00092-09,4.16628,2.96543,2.32138,2.02154,0.938904,7.42373,7.58626
G00092-10,1.90413,1.86765,4.26202,1.4771,1.06551,4.26202,4.42456
G00092-11,3.70149,2.89685,2.30051,1.76336,0.88226,5.82481,5.98735
G00092-12,1.85306,1.80166,2.62767,0.910682,0.656918,2.62767,2.79021
G00092-15,3.03303,2.78144,2.44094,1.44436,0.833728,4.22888,4.22888
G00092-16,5.63761,3.88304,2.56462,2.46545,1.05843,10.0355,10.1016
G00092-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.8633
G00092-19,3.6405,3.42792,3.09882,2.10703,1.15497,6.14096,6.14096
G00092-21,2.8547,2.55036,2.12307,1.23343,0.7148,3.59533,3.66143
G00093-02,2.50633,2.24908,3.52467,1.80739,1.09246,5.21502,5.41977
G00093-03,4.41239,3.42142,2.93554,2.49701,1.19049,8.32952,8.49206
G00093-04,5.18743,3.42779,3.32034,3.10537,1.33603,13.5465,13.709
G00093-05,1.8783,1.64886,2.22054,1.18567,0.740181,3.33082,3.98297
G00093-06,2.10256,1.92503,2.13247,1.09932,0.710822,3.1987,3.36123
G00093-07,9.48613,3.66545,3.1137,4.18092,1.35133,54.2792,54.4417
G00093-08,5.6666,3.57165,2.91254,2.92248,1.2131,13.2459,13.4085
G00093-09,5.48003,3.52577,2.58029,2.52878,1.06492,11.2234,11.2234
G00093-10,2.56045,2.35822,3.36875,1.83306,1.12292,5.05313,5.25787
G00093-11,5.99969,3.58506,2.76233,2.92024,1.17523,13.7735,13.936
G00093-12,5.05491,3.31895,3.18953,3.06934,1.3235,12.9719,13.1344
G00093-13,2.57483,2.35749,2.23878,1.22573,0.746259,3.35816,3.5207
G00093-14,3.89469,2.85955,2.60923,2.19614,1.0504,7.78614,7.94867
G00093-15,2.17599,1.84578,2.21052,1.26306,0.744403,3.74471,4.13112
G00093-16,3.14629,2.36818,2.32917,1.75511,0.884631,6.14126,6.30379
G00093-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.66402
G00093-18,4.52602,3.02352,2.58733,2.4142,1.07013,9.55125,9.71378
G00094-01,3.56518,2.81491,3.37313,2.51056,1.27333,8.4144,8.57694
G00094-04,4.43095,3.00453,2.41313,2.12017,0.950216,9.0759,9.23843
G00094-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.2289
G00094-13,1.0,1.0,0.0,-0.0,0.0,0.0,2.7585
G00094-15,4.66801,3.39412,3.00031,2.62899,1.20359,9.78877,9.9513
G00095-04,3.07748,2.63178,3.09843,2.07376,1.14383,6.05217,6.25691
G00095-06,1.71512,1.50483,1.90316,1.13605,0.706436,3.74832,4.27943
G00095-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.52647
G00095-08,1.67499,1.59255,2.2478,0.77903,0.561951,2.2478,2.63422
G00095-11,5.24128,3.55614,3.02726,2.92862,1.27075,11.9599,11.9599
G00095-12,7.71078,2.98547,2.44305,3.358,1.09331,32.3144,32.4769
G00095-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.58762
G00095-14,4.43644,2.87287,2.65799,2.42751,1.06221,10.3586,10.5633
G00095-15,7.29757,4.46552,3.00382,3.28495,1.28265,16.7941,16.7941
G00095-16,1.0,1.0,0.0,-0.0,0.0,0.0,1.16008
G00095-17,3.37727,2.99365,3.45081,2.32343,1.27134,6.71994,6.88248
G00095-18,3.28627,2.91343,2.58313,1.69997,0.938411,4.92415,5.03618
G00095-19,5.3867,3.72877,2.91918,2.75999,1.19945,11.0156,11.1782
G00096-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.23853
G00096-03,2.44563,2.22064,2.49308,1.35204,0.831027,3.73962,3.94436
G00096-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.78
G00096-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.26539
G00096-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.61331
G00097-02,1.87804,1.83357,3.25614,1.12849,0.814035,3.25614,3.41867
G00097-04,3.38823,2.83155,2.99296,2.09976,1.11299,6.43002,6.59256
G00097-07,3.26498,2.45198,2.94928,2.26043,1.13124,7.61874,7.82348
G00097-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.84486
G00097-09,2.1756,1.85247,2.15665,1.19479,0.707337,3.50205,3.88846
G00098-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.08644
G00098-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.73725
G00098-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.48131
G00099-01,1.87267,1.82664,3.90519,1.35344,0.976297,3.90519,4.10993
G00099-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.3908
G00099-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.57591
G00099-11,1.8632,1.66825,2.38401,1.23454,0.794671,3.57602,4.10713
G00100-01,1.31536,1.24646,1.42795,0.49489,0.356988,1.42795,2.5194
G00100-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.95228
G00100-06,2.08832,1.84188,2.07175,1.11254,0.690584,3.10763,3.49404
G00100-07,1.74473,1.67085,3.15031,1.09182,0.787578,3.15031,3.53673
G00100-08,2.15499,1.7815,2.85952,1.81308,1.03589,6.91323,7.11797
G00100-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.35375
G00100-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.6382
G00100-12,2.81108,2.3474,4.03135,2.31645,1.28645,7.57944,7.78418
G00100-14,2.79622,2.1675,2.31681,1.67777,0.878865,5.19378,5.58019
G00100-16,2.20131,1.86669,3.09562,1.93712,1.13983,6.58674,6.74928
G00100-17,2.35606,2.01324,2.94813,1.65642,0.972771,4.83404,5.22045
G00101-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.29702
G00101-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.83562
G00101-06,2.71023,2.33203,3.64857,2.02301,1.15895,6.22836,6.4331
G00101-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.32897
G00101-12,1.65414,1.54231,1.96159,0.935873,0.653862,2.94238,3.32879
G00101-17,1.0,1.0,0.0,-0.0,0.0,0.0,2.59603
G00102-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.11186
G00102-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.01328
G00102-06,1.826,1.76785,3.90072,1.35189,0.97518,3.90072,4.19555
G00102-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.8811
G00102-09,3.26245,2.81305,3.16669,2.07445,1.13068,6.21681,6.37935
G00102-11,3.13489,2.6968,3.37825,2.26771,1.24876,6.61181,6.81655
G00102-13,1.88277,1.83968,4.28946,1.48661,1.07236,4.28946,4.4942
G00103-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.28573
G00103-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.1778
G00103-06,1.77778,1.67362,2.1639,1.03111,0.721299,3.24584,3.40838
G00103-07,2.05997,1.88678,1.99526,1.02267,0.665087,2.99289,3.15542
G00103-08,1.87757,1.83296,4.08384,1.41535,1.02096,4.08384,4.28858
G00103-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.94253
G00103-10,4.88199,3.0651,2.31755,2.23893,0.95138,10.3771,10.5397
G00103-11,3.27388,2.5911,2.0192,1.51031,0.781993,4.72692,4.88946
G00103-12,7.97087,2.90324,2.23831,3.1695,1.00095,33.5409,33.607
G00103-13,5.45382,3.64078,2.91962,2.78065,1.18899,11.3783,11.5409
G00103-14,4.13475,3.39009,3.55565,2.7542,1.368,8.90785,9.07038
G00103-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.38692
G00103-16,6.93128,3.63858,2.989,3.44196,1.28922,21.1726,21.3351
G00103-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.781
G00103-18,1.84493,1.79141,2.46673,0.854904,0.616683,2.46673,2.62927
G00104-01,1.76661,1.69633,3.5442,1.22833,0.88605,3.5442,3.93061
G00104-02,2.57484,2.3762,3.51177,1.91162,1.17059,5.26766,5.4724
G00104-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.02614
G00104-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.67668
G00104-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.75418
G00104-09,3.54333,2.8259,2.96046,2.2695,1.15914,7.08812,7.29286
G00104-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.13203
G00104-12,1.87033,1.82364,3.82488,1.3256,0.956219,3.82488,4.02962
G00104-13,5.92623,3.44759,2.93236,3.05243,1.21786,16.0654,16.0654
G00104-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.33338
G00105-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.3973
G00105-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.91939
G00105-03,4.77844,3.95892,2.97999,2.53447,1.21109,8.43178,8.49788
G00105-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.74464
G00105-05,1.87001,1.82324,3.02787,1.04938,0.756968,3.02787,3.19041
G00105-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.44554
G00105-07,1.71633,1.63844,2.72932,0.945911,0.682331,2.72932,3.11574
G00106-04,1.13236,1.0985,0.58726,0.203529,0.146815,0.58726,1.93102
G00106-07,4.76937,2.5898,2.61992,2.67809,1.05235,17.1682,17.3307
G00107-01,2.69222,2.38776,3.40203,1.84559,1.08309,5.4977,5.66024
G00107-03,1.78137,1.44448,1.15543,0.869863,0.463578,3.28709,3.8182
G00107-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.96546
G00107-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.84919
G00107-06,1.07139,1.05235,0.54847,0.190085,0.137118,0.54847,3.03077
G00107-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.99107
G00107-09,1.03484,1.02533,0.2179,0.0755185,0.0544751,0.2179,2.31402
G00107-10,1.85993,1.81036,2.77807,0.962805,0.694517,2.77807,2.9406
G00107-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.13101
G00107-14,4.49498,2.83293,2.61406,2.50411,1.07799,11.1138,11.3186
G00108-01,1.87464,1.82918,3.15591,1.09376,0.788978,3.15591,3.31845
G00109-06,1.85686,1.68759,2.93071,1.43768,0.946482,4.64115,4.84589
G00109-08,1.86749,1.82,3.7309,1.29303,0.932726,3.7309,3.93565
G00109-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.02614
G00109-12,2.29081,2.09163,2.94428,1.55874,0.981427,4.41642,4.62116
G00109-15,1.0,1.0,0.0,-0.0,0.0,0.0,2.28249
G00109-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.19041
G00110-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.39553
G00110-04,1.62307,1.53696,2.46359,0.853814,0.615896,2.46359,2.9947
G00110-09,3.17438,2.68442,2.57343,1.70461,0.925978,5.14115,5.30368
G00110-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.42752
G00111-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.75111
G00111-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.21328
G00111-04,1.77972,1.54728,1.96471,1.10948,0.68076,3.48137,4.05264
G00111-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.97422
G00111-13,1.90625,1.87045,4.36837,1.51396,1.09209,4.36837,4.5309
G00111-14,1.07557,1.05547,0.472574,0.163782,0.118143,0.472574,2.48444
G00111-17,1.0,1.0,0.0,-0.0,0.0,0.0,2.37289
G00111-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.1288
G00112-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.55108
G00112-07,1.74528,1.67148,3.15929,1.09493,0.789823,3.15929,3.54571
G00112-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.18138
G00112-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.74687
G00112-19,2.6966,2.31787,2.94697,1.76965,1.01429,5.31118,5.51592
G00113-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.28249
G00113-03,1.14018,1.09493,0.767122,0.386908,0.255707,1.15068,3.5966
G00113-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.95302
G00113-08,3.87423,3.11226,3.81962,2.94586,1.47622,9.52844,9.73318
G00113-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.51846
G00113-11,1.0,1.0,0.0,-0.0,0.0,0.0,2.34827
G00113-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.69849
G00113-16,1.0,1.0,0.0,-0.0,0.0,0.0,1.67293
G00113-18,1.0,1.0,0.0,-0.0,0.0,0.0,2.02611
G00113-19,5.84845,4.41833,3.26216,3.11233,1.36335,12.0902,12.0902
G00114-01,1.92123,1.69388,2.11391,1.12319,0.704635,3.17086,3.70197
G00114-03,3.28236,2.89084,3.7513,2.47268,1.36074,7.13464,7.33938
G00114-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.40174
G00114-05,3.0992,2.22169,2.3358,1.94055,0.943375,6.92545,7.13019
G00114-08,1.87453,1.82904,3.97141,1.37638,0.992852,3.97141,4.17615
G00114-10,5.32463,3.74113,3.25264,3.08835,1.35309,12.0314,12.1434
G00114-12,1.0,1.0,0.0,-0.0,0.0,0.0,2.22639
G00114-14,4.37776,3.26027,3.45654,2.92123,1.3716,10.4139,10.6186
G00114-16,4.56956,3.89713,3.00158,2.44497,1.19624,8.06743,8.06743
G00114-18,3.07063,2.70974,3.94721,2.42491,1.3638,7.17945,7.34198
G00115-04,1.8381,1.63544,2.01322,1.05138,0.671073,3.01983,3.55094
G00115-07,1.89619,1.85719,3.90242,1.35248,0.975606,3.90242,4.06496
G00115-11,2.58193,2.38512,3.58576,1.95226,1.19525,5.37864,5.58338
G00115-12,1.87638,1.83143,4.03924,1.39989,1.00981,4.03924,4.24398
G00115-16,2.72257,2.27193,2.2652,1.44268,0.806402,4.41702,4.57955
G00115-18,7.38489,3.63189,3.03474,3.71349,1.34588,22.9487,22.9487
G00115-19,4.88343,3.09812,2.7048,2.65277,1.13284,11.5428,11.7054
G00116-01,2.04367,1.77018,2.50666,1.37262,0.835553,3.75999,4.41214
G00116-02,1.21059,1.1599,1.06316,0.368463,0.26579,1.06316,2.4596
G00116-03,4.7998,3.28091,3.93956,3.40208,1.50783,15.1287,15.2913
G00116-04,2.16985,1.82996,2.43836,1.35588,0.793825,3.91224,4.44335
G00116-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.67352
G00116-06,6.68557,2.9064,2.55191,3.19278,1.10225,28.8997,29.0623
G00116-07,3.63318,2.40893,2.67389,2.40238,1.08913,9.00022,9.38663
G00117-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.67883
G00117-02,3.89745,2.95716,2.53345,2.00417,0.975087,6.87802,7.04056
G00117-03,2.56738,2.38117,4.19863,2.27504,1.39954,6.29795,6.50269
G00117-05,4.67469,3.37693,3.20094,2.86034,1.30551,10.7372,10.9419
G00117-06,1.72425,1.6474,2.83795,0.98356,0.709488,2.83795,3.22437
G00117-07,2.62058,2.2887,2.89056,1.66558,0.973474,4.89724,5.05977
G00117-08,3.19459,2.57208,2.51842,1.82002,0.957771,5.67609,5.83862
G00118-03,1.243,1.16403,0.630105,0.324237,0.210035,0.945157,2.04456
G00118-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.35335
G00118-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.64563
G00118-13,3.04388,2.28365,1.92996,1.51313,0.764091,5.11397,5.2765
G00119-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.70494
G00119-12,1.0,1.0,0.0,-0.0,0.0,0.0,3.05562
G00119-15,4.80578,4.02122,3.70617,3.1137,1.49022,10.3701,10.4362
G00119-16,1.0,1.0,0.0,-0.0,0.0,0.0,1.91377
G00119-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.37028
G00119-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.20772
G00119-19,10.9638,3.35953,3.14357,4.45483,1.3066,196.113,196.179
G00119-20,1.72751,1.63893,2.90618,1.35845,0.968727,4.35927,4.56401
G00120-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.2991
G00120-03,1.65367,1.56945,2.80986,0.973824,0.702466,2.80986,3.34097
G00120-04,2.6076,2.41778,3.87627,2.11184,1.29209,5.81441,6.01915
G00120-05,3.11706,2.6764,3.28748,2.2048,1.21472,6.43027,6.63501
G00120-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.71436
G00120-08,2.83934,2.21784,2.21202,1.49426,0.786253,4.91044,5.11518
G00120-09,1.81168,1.63041,1.6552,0.84796,0.551734,2.4828,2.86922
G00120-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.46796
G00120-11,1.5927,1.50543,2.17109,0.752441,0.542771,2.17109,2.7022
G00120-12,1.61867,1.53234,2.41831,0.838123,0.604578,2.41831,2.94942
G00120-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.54769
G00120-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.65007
G00120-16,6.92599,3.89431,2.47198,2.6869,1.03186,14.8223,14.8884
G00121-01,1.91032,1.72421,2.27619,1.16923,0.758732,3.41429,3.80071
G00121-02,3.38014,2.61939,2.18943,1.6576,0.84142,5.50005,5.66259
G00121-03,1.86374,1.81522,3.61313,1.25222,0.903283,3.61313,3.81787
G00121-04,1.86362,1.81506,3.60933,1.2509,0.902334,3.60933,3.81408
G00122-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.56531
G00122-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.02614
G00122-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.78453
G00122-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.86352
G00122-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.94463
G00122-19,1.96742,1.805,2.56196,1.29581,0.853987,3.84294,4.08927
G00123-06,1.67553,1.59314,2.25333,0.780944,0.563332,2.25333,2.63974
G00123-07,1.63822,1.55295,2.62772,0.910698,0.65693,2.62772,3.15883
G00123-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.81738
G00123-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.51095
G00123-12,3.37654,2.61552,3.28533,2.40688,1.22172,8.38123,8.58598
G00124-12,1.0,1.0,0.0,-0.0,0.0,0.0,2.02611
G00124-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.84342
G00125-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.9975
G00125-04,2.47055,2.26579,3.24322,1.75023,1.08107,4.86484,5.06958
G00125-08,3.51986,2.41475,2.68739,2.34165,1.09019,8.90149,9.10623
G00125-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.31843
G00125-12,2.95458,2.51084,3.19037,2.12675,1.18126,6.2597,6.46444
G00125-14,2.7307,2.64156,4.86477,2.62132,1.62159,7.29715,7.29715
G00125-15,1.0,1.0,0.0,-0.0,0.0,0.0,2.70646
G00125-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.44094
G00125-19,2.08032,1.91668,3.29111,1.68025,1.09704,4.93667,5.14141
G00125-20,1.0,1.0,0.0,-0.0,0.0,0.0,2.94488
G00126-06,1.66394,1.58054,2.13919,0.741386,0.534797,2.13919,2.5256
G00126-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.55444
G00126-17,1.0,1.0,0.0,-0.0,0.0,0.0,2.01916
G00126-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.77094
G00127-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.49366
G00127-02,1.20234,1.1533,0.962088,0.333434,0.240522,0.962088,2.29057
G00127-03,1.67271,1.59006,3.05789,1.05978,0.764473,3.05789,3.589
G00127-04,2.34094,2.13396,2.2421,1.19626,0.747367,3.36315,3.52569
G00127-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.47459
G00127-07,3.13958,2.48148,3.31267,2.30129,1.20087,7.56334,7.76808
G00127-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.64911
G00127-09,1.88027,1.83645,4.18837,1.45158,1.04709,4.18837,4.39311
G00127-12,3.06852,2.66808,3.09786,1.96621,1.09639,5.67329,5.87803
G00127-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.56906
G00127-14,1.0,1.0,0.0,-0.0,0.0,0.0,2.93454
G00127-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.65305
G00128-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.7698
G00128-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.80359
G00128-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.57644
G00128-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.83235
G00128-15,1.0,1.0,0.0,-0.0,0.0,0.0,2.22016
G00128-17,1.62744,1.54155,2.50955,0.869742,0.627386,2.50955,3.04066
G00128-18,1.16111,1.12077,1.20749,0.418484,0.301872,1.20749,3.40523
G00129-01,1.66365,1.58022,2.93637,1.01767,0.734091,2.93637,3.46748
G00129-02,2.37596,1.80527,2.30203,1.63282,0.841626,6.7151,6.91984
G00129-04,3.23102,2.21589,2.37817,1.8786,0.878935,8.44253,8.82895
G00129-05,4.39902,3.00025,3.06061,2.71519,1.22197,11.2289,11.4336
G00129-06,2.00701,1.75593,2.13118,1.06194,0.656239,3.11872,3.50514
G00129-07,5.24172,3.19301,3.57552,3.30089,1.36848,17.186,17.3907
G00129-08,4.23284,2.6213,2.74798,2.67288,1.14577,11.5141,11.7188
G00129-09,5.21357,3.15914,3.10639,3.16247,1.30894,14.6367,14.8414
G00129-10,2.78692,2.202,2.36334,1.60519,0.854901,5.3901,5.55263
G00129-11,2.24526,2.04349,4.01241,1.78826,1.129,5.40308,5.60782
G00130-01,1.51076,1.42377,3.45363,1.19694,0.863407,3.45363,4.62768
G00130-02,8.83457,4.31941,3.01229,3.74746,1.32184,25.8798,26.0423
G00130-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.70493
G00130-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.09411
G00130-05,1.60146,1.51445,2.25085,0.780087,0.562714,2.25085,2.78197
G00130-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.93061
G00130-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.47011
G00130-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.47299
G00130-10,2.67706,2.4918,3.85017,2.11093,1.28339,5.77526,5.98
G00131-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.4337
G00131-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.53634
G00131-06,2.76562,2.34661,1.98782,1.22567,0.691416,3.67315,3.83569
G00131-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.18046
G00131-10,5.08918,3.5289,2.41093,2.23353,0.983704,8.61551,8.77804
G00131-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.68186
G00131-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.39188
G00131-13,1.7487,1.5744,1.44947,0.740125,0.483157,2.17421,2.57885
G00131-14,3.00981,2.28928,1.95142,1.3876,0.709214,4.85023,5.01276
G00131-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.45361
G00131-19,1.0,1.0,0.0,-0.0,0.0,0.0,1.42813
G00131-22,3.098,2.73259,3.32518,2.08764,1.17059,6.03958,6.20211
G00132-01,1.7283,1.53079,1.71517,0.902138,0.571723,2.57275,3.22491
G00132-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.50938
G00132-03,3.84126,3.16689,3.95262,2.91633,1.48272,9.34959,9.51213
G00132-04,3.03222,2.38238,2.4171,1.75561,0.918329,5.65298,5.85772
G00132-05,3.67796,2.49734,2.32963,1.93088,0.888928,8.20082,8.36335
G00132-06,4.60595,3.1563,3.87017,3.26707,1.46134,14.7036,14.8662
G00132-07,3.62763,2.40733,2.5214,2.32074,1.05287,8.84822,9.05296
G00132-08,2.29013,1.87383,2.02227,1.35274,0.761307,4.46065,4.62318
G00132-09,3.67074,2.74491,3.59972,2.72314,1.33118,10.1796,10.3843
G00132-10,5.79591,3.83486,3.04983,3.00749,1.26525,13.1396,13.3022
G00132-11,3.39574,2.68613,3.24212,2.28761,1.1746,7.72575,7.93049
G00132-12,2.69239,2.39296,3.66651,2.01849,1.18633,5.82414,6.02888
G00132-13,2.95884,2.43627,3.49772,2.38357,1.29535,7.44759,7.65233
